Lake,Assessment,year,inches,sex,age,pounds
Escanaba,Spring Fyke Net,2012,16,3,5,1.31
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,20.7,2,10,3.5
Escanaba,Spring Fyke Net,2012,16,3,5,1.25
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,19,2,NA,NA
Escanaba,Spring Fyke Net,2012,11.9,3,3,0.5
Escanaba,Spring Fyke Net,2012,15.5,2,7,1.06
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,1,5,0.75
Escanaba,Spring Fyke Net,2012,18.4,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,21,2,10,3.31
Escanaba,Spring Fyke Net,2012,20.3,2,8,2.38
Escanaba,Spring Fyke Net,2012,18.7,2,NA,NA
Escanaba,Spring Fyke Net,2012,12.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.3,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.7,2,9,2.69
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,18,2,NA,NA
Escanaba,Spring Fyke Net,2012,14,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.4,2,NA,NA
Escanaba,Spring Fyke Net,2012,20.1,2,11,2.63
Escanaba,Spring Fyke Net,2012,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,7,1
Escanaba,Spring Fyke Net,2012,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,10,1.19
Escanaba,Spring Fyke Net,2012,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,2,5,1.13
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,22.2,2,14,3.13
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,16,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.4,1,4,0.5
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.7,3,6,2.44
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,10.8,3,2,0.38
Escanaba,Spring Fyke Net,2012,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.5,1,13,2.19
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.8,2,7,1.5
Escanaba,Spring Fyke Net,2012,20.4,2,11,3.31
Escanaba,Spring Fyke Net,2012,18.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.6,3,3,0.56
Escanaba,Spring Fyke Net,2012,17.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.6,1,7,1.44
Escanaba,Spring Fyke Net,2012,18.8,2,7,2.19
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,17,1,NA,NA
Escanaba,Spring Fyke Net,2012,10.3,3,2,0.5
Escanaba,Spring Fyke Net,2012,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,18.8,1,11,2
Escanaba,Spring Fyke Net,2012,11.6,3,2,0.44
Escanaba,Spring Fyke Net,2012,19.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,13,1,3,0.63
Escanaba,Spring Fyke Net,2012,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.1,3,8,2.25
Escanaba,Spring Fyke Net,2012,17.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,11.5,1,3,0.5
Escanaba,Spring Fyke Net,2012,16,1,6,1.31
Escanaba,Spring Fyke Net,2012,16.8,1,8,1.38
Escanaba,Spring Fyke Net,2012,16,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,20.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,17.5,2,7,1.25
Escanaba,Spring Fyke Net,2012,9.3,3,2,0.25
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,24.6,2,10,5.75
Escanaba,Spring Fyke Net,2012,21.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,12.5,1,3,0.63
Escanaba,Spring Fyke Net,2012,17.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,18.7,2,10,2.19
Escanaba,Spring Fyke Net,2012,21.4,2,9,3.5
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,23.2,2,13,4.5
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,17,2,NA,NA
Escanaba,Spring Fyke Net,2012,12.4,1,3,0.56
Escanaba,Spring Fyke Net,2012,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,17,2,NA,NA
Escanaba,Spring Fyke Net,2012,17.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,20.7,2,NA,NA
Escanaba,Spring Fyke Net,2012,19.1,2,10,2.38
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.1,2,5,1.38
Escanaba,Spring Fyke Net,2012,15.2,2,6,1.13
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.9,2,6,1.13
Escanaba,Spring Fyke Net,2012,14.2,1,5,1
Escanaba,Spring Fyke Net,2012,15.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.5,1,13,1.94
Escanaba,Spring Fyke Net,2012,19,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,6,1.13
Escanaba,Spring Fyke Net,2012,19.9,2,7,2.5
Escanaba,Spring Fyke Net,2012,18.4,1,11,1.94
Escanaba,Spring Fyke Net,2012,15.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,23.2,2,9,3.25
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.7,1,8,1.44
Escanaba,Spring Fyke Net,2012,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,12.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,16,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,17,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.9,2,4,0.88
Escanaba,Spring Fyke Net,2012,16.9,2,7,1.5
Escanaba,Spring Fyke Net,2012,20.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.3,1,13,2.13
Escanaba,Spring Fyke Net,2012,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,3,5,1
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,20.5,2,13,2.69
Escanaba,Spring Fyke Net,2012,14,2,4,0.94
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,11.8,1,4,0.5
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,11.7,3,3,0.5
Escanaba,Spring Fyke Net,2012,18.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,2,5,1.5
Escanaba,Spring Fyke Net,2012,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,14,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.3,2,7,1.38
Escanaba,Spring Fyke Net,2012,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2012,17.7,1,8,1.75
Escanaba,Spring Fyke Net,2012,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,20.9,2,10,3.31
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.9,2,10,3.56
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.7,1,12,1.88
Escanaba,Spring Fyke Net,2012,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,20.7,2,10,2.5
Escanaba,Spring Fyke Net,2012,17,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,18,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.7,1,12,1.69
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.6,1,4,0.56
Escanaba,Spring Fyke Net,2012,12.5,1,4,0.75
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,19,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,3,6,1.19
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,13,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,3,6,1.13
Escanaba,Spring Fyke Net,2012,17.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,3,5,1.13
Escanaba,Spring Fyke Net,2012,18,2,7,2
Escanaba,Spring Fyke Net,2012,16.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,7,1.13
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,17,1,8,1.5
Escanaba,Spring Fyke Net,2012,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.2,1,11,1.63
Escanaba,Spring Fyke Net,2012,15.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,3,4,0.88
Escanaba,Spring Fyke Net,2012,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,18,3,6,1.94
Escanaba,Spring Fyke Net,2012,15.3,3,4,1
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.2,2,7,1.75
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.6,1,6,0.88
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,11.9,1,3,0.63
Escanaba,Spring Fyke Net,2012,19.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,22.6,2,9,3.88
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.4,1,10,1
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,2,7,1.31
Escanaba,Spring Fyke Net,2012,15.9,2,7,1.38
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,10,1
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,2,5,1.25
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,2,5,1.06
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,1,7,1.44
Escanaba,Spring Fyke Net,2012,21,2,9,3
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,3,4,0.88
Escanaba,Spring Fyke Net,2012,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,22.6,2,12,2.88
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,2,7,1.06
Escanaba,Spring Fyke Net,2012,18,2,NA,NA
Escanaba,Spring Fyke Net,2012,14,1,NA,NA
Escanaba,Spring Fyke Net,2012,14,3,4,0.75
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.7,1,8,1.63
Escanaba,Spring Fyke Net,2012,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.5,1,13,2.25
Escanaba,Spring Fyke Net,2012,12.6,3,3,0.5
Escanaba,Spring Fyke Net,2012,15.3,1,6,1.13
Escanaba,Spring Fyke Net,2012,17.5,2,7,1.75
Escanaba,Spring Fyke Net,2012,16,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.9,3,6,1.31
Escanaba,Spring Fyke Net,2012,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2012,19.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.1,1,7,1.94
Escanaba,Spring Fyke Net,2012,17,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,26,2,12,4.81
Escanaba,Spring Fyke Net,2012,20.1,2,10,2.88
Escanaba,Spring Fyke Net,2012,21.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,22.4,2,10,4.25
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,1,6,1
Escanaba,Spring Fyke Net,2012,20.2,2,10,2.5
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.1,2,11,2.56
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,14,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,6,0.88
Escanaba,Spring Fyke Net,2012,24,2,14,4.56
Escanaba,Spring Fyke Net,2012,21.7,2,12,3.63
Escanaba,Spring Fyke Net,2012,15.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.3,1,5,0.63
Escanaba,Spring Fyke Net,2012,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.7,2,11,3.31
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,13,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,12.5,3,3,0.63
Escanaba,Spring Fyke Net,2012,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.4,2,7,2.19
Escanaba,Spring Fyke Net,2012,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.9,2,10,2.56
Escanaba,Spring Fyke Net,2012,17.9,2,8,2.5
Escanaba,Spring Fyke Net,2012,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.5,1,5,0.75
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.3,2,9,1.44
Escanaba,Spring Fyke Net,2012,15.7,1,5,1.13
Escanaba,Spring Fyke Net,2012,16.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.5,3,5,0.94
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,17,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.7,2,10,1.56
Escanaba,Spring Fyke Net,2012,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.7,2,NA,NA
Escanaba,Spring Fyke Net,2012,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2012,16,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.4,1,4,0.56
Escanaba,Spring Fyke Net,2012,19.2,2,8,2
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,9.9,3,2,0.38
Escanaba,Spring Fyke Net,2012,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.4,2,7,2.19
Escanaba,Spring Fyke Net,2012,20.6,2,9,2.63
Escanaba,Spring Fyke Net,2012,19.1,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,12.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.5,2,NA,NA
Escanaba,Spring Fyke Net,2012,16.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.2,1,10,1.63
Escanaba,Spring Fyke Net,2012,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,11.3,1,3,0.44
Escanaba,Spring Fyke Net,2012,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.4,1,7,1.13
Escanaba,Spring Fyke Net,2012,14.5,1,5,0.88
Escanaba,Spring Fyke Net,2012,13.8,1,5,0.88
Escanaba,Spring Fyke Net,2012,17,2,7,1.63
Escanaba,Spring Fyke Net,2012,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,3,4,1
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.6,1,10,2
Escanaba,Spring Fyke Net,2012,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.2,2,NA,NA
Escanaba,Spring Fyke Net,2012,13.4,1,4,0.69
Escanaba,Spring Fyke Net,2012,18.7,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,17.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,15,1,NA,NA
Escanaba,Spring Fyke Net,2012,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2012,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.4,2,5,1.25
Escanaba,Spring Fyke Net,2012,17.6,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.5,3,4,0.63
Escanaba,Spring Fyke Net,2012,14.9,1,7,1
Escanaba,Spring Fyke Net,2012,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,18.6,2,NA,NA
Escanaba,Spring Fyke Net,2012,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2012,21.3,2,NA,NA
Escanaba,Spring Fyke Net,2012,13,3,3,0.69
Escanaba,Spring Fyke Net,2012,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2012,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2012,14.1,1,NA,NA
